file,full_path,label,class_name,split
M300_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M300_log-20241114-212937.bmp,0,Low,train
M302_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M302_log-20241114-212937.bmp,1,High,train
M303_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M303_log-20241114-212937.bmp,1,High,validation
M305_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M305_log-20241114-212937.bmp,0,Low,train
M306_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M306_log-20241114-212937.bmp,1,High,validation
M308_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M308_log-20241114-212937.bmp,0,Low,validation
M30_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M30_log-20241114-212937.bmp,0,Low,train
M310_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M310_log-20241114-212937.bmp,0,Low,train
M312_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M312_log-20241114-212937.bmp,0,Low,train
M314_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M314_log-20241114-212937.bmp,1,High,train
M315_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M315_log-20241114-212937.bmp,1,High,train
M316_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M316_log-20241114-212937.bmp,0,Low,train
M319_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M319_log-20241114-212937.bmp,1,High,train
M31_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M31_log-20241114-212937.bmp,1,High,validation
M320_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M320_log-20241114-212937.bmp,1,High,train
M321_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M321_log-20241114-212937.bmp,1,High,train
M322_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M322_log-20241114-212937.bmp,1,High,train
M323_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M323_log-20241114-212937.bmp,0,Low,validation
M324_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M324_log-20241114-212937.bmp,1,High,train
M325_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M325_log-20241114-212937.bmp,0,Low,train
M327_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M327_log-20241114-212937.bmp,0,Low,train
M328_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M328_log-20241114-212937.bmp,1,High,train
M32_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M32_log-20241114-212937.bmp,1,High,train
M33_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M33_log-20241114-212937.bmp,0,Low,train
M34_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M34_log-20241114-212937.bmp,0,Low,train
M36_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M36_log-20241114-212937.bmp,1,High,train
M37_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M37_log-20241114-212937.bmp,0,Low,validation
M38_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M38_log-20241114-212937.bmp,0,Low,train
M3_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M3_log-20241114-212937.bmp,0,Low,validation
M42_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M42_log-20241114-212937.bmp,0,Low,train
M45_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M45_log-20241114-212937.bmp,1,High,train
M46_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M46_log-20241114-212937.bmp,0,Low,validation
M47_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M47_log-20241114-212937.bmp,1,High,validation
M48_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M48_log-20241114-212937.bmp,0,Low,train
M49_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M49_log-20241114-212937.bmp,0,Low,validation
M4_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M4_log-20241114-212937.bmp,0,Low,train
M50_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M50_log-20241114-212937.bmp,1,High,train
M51_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M51_log-20241114-212937.bmp,0,Low,train
M54_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M54_log-20241114-212937.bmp,1,High,train
M56_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M56_log-20241114-212937.bmp,0,Low,train
M58_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M58_log-20241114-212937.bmp,1,High,train
M59_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M59_log-20241114-212937.bmp,0,Low,train
M5_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M5_log-20241114-212937.bmp,1,High,train
M60_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M60_log-20241114-212937.bmp,1,High,train
M62_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M62_log-20241114-212937.bmp,1,High,train
M63_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M63_log-20241114-212937.bmp,0,Low,train
M64_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M64_log-20241114-212937.bmp,1,High,train
M65_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M65_log-20241114-212937.bmp,1,High,validation
M66_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M66_log-20241114-212937.bmp,1,High,train
M68_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M68_log-20241114-212937.bmp,1,High,train
M70_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M70_log-20241114-212937.bmp,1,High,train
M71_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M71_log-20241114-212937.bmp,1,High,train
M75_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M75_log-20241114-212937.bmp,0,Low,train
M77_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M77_log-20241114-212937.bmp,0,Low,train
M78_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M78_log-20241114-212937.bmp,0,Low,train
M7_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M7_log-20241114-212937.bmp,0,Low,train
M80_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M80_log-20241114-212937.bmp,1,High,train
M81_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M81_log-20241114-212937.bmp,1,High,train
M82_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M82_log-20241114-212937.bmp,1,High,train
M83_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M83_log-20241114-212937.bmp,0,Low,train
M85_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M85_log-20241114-212937.bmp,1,High,train
M86_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M86_log-20241114-212937.bmp,1,High,train
M87_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M87_log-20241114-212937.bmp,0,Low,train
M88_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M88_log-20241114-212937.bmp,0,Low,validation
M89_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M89_log-20241114-212937.bmp,1,High,train
M8_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M8_log-20241114-212937.bmp,0,Low,train
M91_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M91_log-20241114-212937.bmp,0,Low,train
M93_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M93_log-20241114-212937.bmp,0,Low,validation
M95_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M95_log-20241114-212937.bmp,0,Low,validation
M96_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M96_log-20241114-212937.bmp,0,Low,train
M97_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M97_log-20241114-212937.bmp,1,High,train
M98_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M98_log-20241114-212937.bmp,1,High,train
